timestamp,voltage,current,temperature,power
2025-09-04 09:22:59,4.35,1.21,22.1,5.26
2025-09-04 09:23:00,4.05,1.18,22.2,4.78
2025-09-04 09:23:01,4.26,1.06,22.2,4.52
2025-09-04 09:23:02,4.38,1.06,22.4,4.64
2025-09-04 09:23:03,4.26,1.21,22.4,5.15
2025-09-04 09:23:04,4.40,1.24,22.5,5.46
2025-09-04 09:23:05,4.48,1.14,22.5,5.11
2025-09-04 09:23:06,4.21,1.27,22.5,5.35
2025-09-04 09:23:07,4.41,1.35,22.6,5.95
2025-09-04 09:23:08,4.45,1.35,22.7,6.01
2025-09-04 09:23:09,4.35,1.32,22.6,5.74
2025-09-04 09:23:10,4.30,1.13,22.8,4.86
2025-09-04 09:23:11,4.15,1.07,22.8,4.44
2025-09-04 09:23:12,4.24,1.23,22.9,5.22
2025-09-04 09:23:13,4.14,1.30,22.9,5.38
2025-09-04 09:23:14,4.50,1.39,23.1,6.25
2025-09-04 09:23:15,4.18,1.24,23.0,5.18
2025-09-04 09:23:16,4.29,1.19,23.0,5.11
2025-09-04 09:23:17,4.29,1.37,23.1,5.88
2025-09-04 09:23:18,4.45,1.44,23.1,6.41
2025-09-04 09:23:19,4.55,1.34,23.3,6.10
2025-09-04 09:23:20,4.47,1.39,23.3,6.21
2025-09-04 09:23:21,4.28,1.28,23.3,5.48
2025-09-04 09:23:22,4.35,1.30,23.3,5.65
2025-09-04 09:23:23,4.33,1.23,23.5,5.33
2025-09-04 09:23:24,4.45,1.45,23.5,6.45
2025-09-04 09:23:25,4.45,1.48,23.6,6.59
2025-09-04 09:23:26,4.25,1.28,23.6,5.44
2025-09-04 09:23:27,4.26,1.39,23.6,5.92
2025-09-04 09:23:28,4.37,1.44,23.6,6.29
2025-09-04 09:23:29,4.21,1.45,23.7,6.10
2025-09-04 09:23:30,4.27,1.33,23.8,5.68
2025-09-04 09:23:31,4.27,1.21,23.9,5.17
2025-09-04 09:23:32,4.38,1.31,23.8,5.74
2025-09-04 09:23:33,4.33,1.45,24.0,6.28
2025-09-04 09:23:34,4.32,1.29,23.9,5.57
2025-09-04 09:23:35,4.57,1.27,24.1,5.80
2025-09-04 09:23:36,4.60,1.30,24.1,5.98
2025-09-04 09:23:37,4.56,1.33,24.0,6.06
2025-09-04 09:23:38,4.58,1.41,24.2,6.46
2025-09-04 09:23:39,4.39,1.37,24.3,6.01
2025-09-04 09:23:40,4.30,1.32,24.2,5.68
2025-09-04 09:23:41,4.51,1.27,24.2,5.73
2025-09-04 09:23:42,4.26,1.14,24.3,4.86
2025-09-04 09:23:43,4.36,1.18,24.3,5.14
2025-09-04 09:23:44,4.37,1.21,24.3,5.29
2025-09-04 09:23:45,4.35,1.23,24.4,5.35
2025-09-04 09:23:46,4.48,1.02,24.4,4.57
2025-09-04 09:23:47,4.42,1.11,24.5,4.91
